journal_name,title,publication_date,year,doi,url,abstract,authors_raw,n_authors,citations,downloads,n_references,topic_label
Big Data and Cognitive Computing,Interpretable Emotion Estimation in Indoor Remote Work Environments via Environmental Sensor Data,2025-9-23,2025,10.3390/bdcc9100243,https://doi.org/10.3390/bdcc9100243,"<jats:p>Indoor environmental factors such as CO2 concentration, temperature, and humidity can significantly influence individuals’ emotional states and productivity. This study continuously collected environmental data using wireless sensors and emotional data from wearable devices in an office-like remote-work setting. Machine learning models, including Random Forest and Gradient Boosting Decision Tree, were developed and interpreted using SHAP (Shapley Additive Explanations). The proposed models achieved estimation accuracies above 85%. SHAP analysis revealed that CO2 concentration, temperature, and humidity were influential factors in predicting pleasant or unpleasant states. These findings demonstrate the feasibility of real-time, data-driven emotion estimation and provide insights into the design of indoor environments that foster comfort and mental well-being.</jats:p>",Yuma Toriyama; Tsumugi Isogami; Nobuyoshi Komuro,3,0,NA,39,Machine Learning
Big Data and Cognitive Computing,A Recursive Attribute Reduction Algorithm and Its Application in Predicting the Hot Metal Silicon Content in Blast Furnaces,2025-1-3,2025,10.3390/bdcc9010006,https://doi.org/10.3390/bdcc9010006,"<jats:p>For many complex industrial applications, traditional attribute reduction algorithms are often inefficient in obtaining optimal reducts that align with mechanistic analyses and practical production requirements. To solve this problem, we propose a recursive attribute reduction algorithm that calculates the optimal reduct. First, we present the notion of priority sequence to describe the background meaning of attributes and evaluate the optimal reduct. Next, we define a necessary element set to identify the “individually necessary” characteristics of the attributes. On this basis, a recursive algorithm is proposed to calculate the optimal reduct. Its boundary logic is guided by the conflict between the necessary element set and the core attribute set. The experiments demonstrate the proposed algorithm’s uniqueness and its ability to enhance the prediction accuracy of the hot metal silicon content in blast furnaces.</jats:p>",Zhanqi Li; Pan Cheng; Linzi Yin; Yuyin Guan,4,0,NA,23,Machine Learning
Big Data and Cognitive Computing,GenAI Learning for Game Design: Both Prior Self-Transcendent Pursuit and Material Desire Contribute to a Positive Experience,2025-3-27,2025,10.3390/bdcc9040078,https://doi.org/10.3390/bdcc9040078,"<jats:p>This study explores factors influencing positive experiences with generative AI (GenAI) in a learning game design context. Using a sample of 26 master’s-level students in a course on AI’s societal aspects, this study examines the impact of (1) prior knowledge and attitudes toward technology and learning, and (2) personal value orientations. Results indicated that both students’ self-transcendent goals and desire for material benefits have positive correlations with collaborative, cognitive, and affective outcomes. However, self-transcendent goals are a stronger predictor, as determined by stepwise regression analysis. Attitudes toward technology were positively associated with cognitive and affective outcomes during the first week, though this association did not persist into the second week. Most other attitudinal variables were not associated with collaborative or cognitive outcomes but were linked to negative affect. These findings suggest that students’ personal values correlate more strongly with the collaborative, cognitive, and affective aspects of using GenAI for educational game design than their attitudinal attributes. This result may indicate that the design experience neutralizes the effect of earlier attitudes towards technology, with major influences deriving from personal value orientations. If these findings are borne out, this study has implications for the utility of current educational efforts to change students’ attitudes towards technology, especially those that encourage more women to study STEM topics. Thus, it may be that, rather than pro-technology instruction, a focus on value orientations would be a more effective way to encourage diverse students to participate in STEM programs.</jats:p>",Dongpeng Huang; James E. Katz,2,2,NA,58,IA Generativa
Big Data and Cognitive Computing,Improving Early Detection of Dementia: Extra Trees-Based Classification Model Using Inter-Relation-Based Features and K-Means Synthetic Minority Oversampling Technique,2025-5-30,2025,10.3390/bdcc9060148,https://doi.org/10.3390/bdcc9060148,"<jats:p>The early detection of dementia, a condition affecting both individuals and society, is essential for its effective management. However, reliance on advanced laboratory tests and specialized expertise limits accessibility, hindering timely diagnosis. To address this challenge, this study proposes a novel approach in which readily available biochemical and physiological features from electronic health records are employed to develop a machine learning-based binary classification model, improving accessibility and early detection. A dataset of 14,763 records from Phachanukroh Hospital, Chiang Rai, Thailand, was used for model construction. The use of a hybrid data enrichment framework involving feature augmentation and data balancing was proposed in order to increase the dimensionality of the data. Medical domain knowledge was used to generate inter-relation-based features (IRFs), which improve data diversity and promote explainability by making the features more informative. For data balancing, the K-Means Synthetic Minority Oversampling Technique (K-Means SMOTE) was applied to generate synthetic samples in under-represented regions of the feature space, addressing class imbalance. Extra Trees (ET) was used for model construction due to its noise resilience and ability to manage multicollinearity. The performance of the proposed method was compared with that of Support Vector Machine, K-Nearest Neighbors, Artificial Neural Networks, Random Forest, and Gradient Boosting. The results reveal that the ET model significantly outperformed other models on the combined dataset with four IRFs and K-Means SMOTE across key metrics, including accuracy (96.47%), precision (94.79%), recall (97.86%), F1 score (96.30%), and area under the receiver operating characteristic curve (99.51%).</jats:p>",Yanawut Chaiyo; Worasak Rueangsirarak; Georgi Hristov; Punnarumol Temdee,4,3,NA,45,Machine Learning
Big Data and Cognitive Computing,Reconciling Tensions in Security Operations Centers a Paradox Theory Approach,2025-11-4,2025,10.3390/bdcc9110278,https://doi.org/10.3390/bdcc9110278,"<jats:p>There is pressure on security operations centers (SOCs) from public and private industries as they are coping with the surge of cyberattacks, which is making the reconciliation of inherent organizational tensions a priority. This study surfaces two persistent tensions: (1) expediency versus authority, and (2) adaptability versus consistency that have remained underexplored in cybersecurity literature. We based the research on empirical data collected across three organizational settings, an international consumer packaged goods, a non-departmental public body based in the Netherlands, and a global managed security service provider. Thus, we reveal these not as isolated trade-offs but as paradoxes that must be continuously navigated within SOC operations. Built upon both empirical analysis and Paradox Theory, we develop a conceptual model that explains how SOCs reconcile these tensions through the strategic integration of artificial intelligence (AI), automation, and human expertise. Our model emphases that AI and automation do not replace human analysts; rather, they allow a new form of organizational balance, through mechanisms such as Dynamic Equilibrium and iterative integration. The model demonstrates how SOCs embed technological and human capabilities to sustain simultaneously agility, consistency, authority, and speed. By reframing AI integration as a process of paradox reconciliation, not as a resistance or automation alone, this study contributes new theoretical insight into the sociotechnical dynamics shaping the future of cybersecurity operations.</jats:p>",Mehdi Saadallah; Abbas Shahim; Svetlana Khapova,3,5,NA,37,Otros
Big Data and Cognitive Computing,Exploring the Boundaries Between LLM Code Clone Detection and Code Similarity Assessment on Human and AI-Generated Code,2025-2-13,2025,10.3390/bdcc9020041,https://doi.org/10.3390/bdcc9020041,"<jats:p>As Large Language Models (LLMs) continue to advance, their capabilities in code clone detection have garnered significant attention. While much research has assessed LLM performance on human-generated code, the proliferation of LLM-generated code raises critical questions about their ability to detect clones across both human- and LLM-created codebases, as this capability remains largely unexplored. This paper addresses this gap by evaluating two versions of LLaMA3 on these distinct types of datasets. Additionally, we perform a deeper analysis beyond simple prompting, examining the nuanced relationship between code cloning and code similarity that LLMs infer. We further explore how fine-tuning impacts LLM performance in clone detection, offering new insights into the interplay between code clones and similarity in human versus AI-generated code. Our findings reveal that LLaMA models excel in detecting syntactic clones but face challenges with semantic clones. Notably, the models perform better on LLM-generated datasets for semantic clones, suggesting a potential bias. The fine-tuning technique enhances the ability of LLMs to comprehend code semantics, improving their performance in both code clone detection and code similarity assessment. Our results offer valuable insights into the effectiveness and characteristics of LLMs in clone detection and code similarity assessment, providing a foundation for future applications and guiding further research in this area.</jats:p>",Zixian Zhang; Takfarinas Saber,2,10,NA,34,IA Generativa
Big Data and Cognitive Computing,Analysis of China’s High-Speed Railway Network Using Complex Network Theory and Graph Convolutional Networks,2025-4-16,2025,10.3390/bdcc9040101,https://doi.org/10.3390/bdcc9040101,"<jats:p>This study investigated the characteristics and functionalities of China’s High-Speed Railway (HSR) network based on Complex Network Theory (CNT) and Graph Convolutional Networks (GCN). First, complex network analysis was applied to provide insights into the network’s fundamental characteristics, such as small-world properties, efficiency, and robustness. Then, this research developed three novel GCN models to identify key nodes, detect community structures, and predict new links. Findings from the complex network analysis revealed that China’s HSR network exhibits a typical small-world property, with a degree distribution that follows a log-normal pattern rather than a power law. The global efficiency indicator suggested that stations are typically connected through direct routes, while the local efficiency indicator showed that the network performs effectively within local areas. The robustness study indicated that the network can quickly lose connectivity if key nodes fail, though it showed an ability initially to self-regulate and has partially restored its structure after disruption. The GCN model for key node identification revealed that the key nodes in the network were predominantly located in economically significant and densely populated cities, positively contributing to the network’s overall efficiency and robustness. The community structures identified by the integrated GCN model highlight the economic and social connections between official urban clusters and the communities. Results from the link prediction model suggest the necessity of improving the long-distance connectivity across regions. Future work will explore the network’s socio-economic dynamics and refine and generalise the GCN models.</jats:p>",Zhenguo Xu; Jun Li; Irene Moulitsas; Fangqu Niu,4,2,NA,33,Machine Learning
Big Data and Cognitive Computing,Detection of Biased Phrases in the Wiki Neutrality Corpus for Fairer Digital Content Management Using Artificial Intelligence,2025-7-21,2025,10.3390/bdcc9070190,https://doi.org/10.3390/bdcc9070190,"<jats:p>Detecting biased language in large-scale corpora, such as the Wiki Neutrality Corpus, is essential for promoting neutrality in digital content. This study systematically evaluates a range of machine learning (ML) and deep learning (DL) models for the detection of biased and pre-conditioned phrases. Conventional classifiers, including Extreme Gradient Boosting (XGBoost), Light Gradient-Boosting Machine (LightGBM), and Categorical Boosting (CatBoost), are compared with advanced neural architectures such as Bidirectional Encoder Representations from Transformers (BERT), Long Short-Term Memory (LSTM) networks, and Generative Adversarial Networks (GANs). A novel hybrid architecture is proposed, integrating DistilBERT, LSTM, and GANs within a unified framework. Extensive experimentation with intermediate variants DistilBERT + LSTM (without GAN) and DistilBERT + GAN (without LSTM) demonstrates that the fully integrated model consistently outperforms all alternatives. The proposed hybrid model achieves a cross-validation accuracy of 99.00%, significantly surpassing traditional baselines such as XGBoost (96.73%) and LightGBM (96.83%). It also exhibits superior stability, statistical significance (paired t-tests), and favorable trade-offs between performance and computational efficiency. The results underscore the potential of hybrid deep learning models for capturing subtle linguistic bias and advancing more objective and reliable automated content moderation systems.</jats:p>",Abdullah; Muhammad Ateeb Ather; Olga Kolesnikova; Grigori Sidorov,4,5,NA,40,IA Generativa
Big Data and Cognitive Computing,Topic Analysis of the Literature Reveals the Research Structure: A Case Study in Periodontics,2025-1-5,2025,10.3390/bdcc9010007,https://doi.org/10.3390/bdcc9010007,"<jats:p>Periodontics is a complex field characterized by a constantly growing body of research, which poses a challenge for researchers and stakeholders striving to stay abreast of the evolving literature. Traditional bibliometric surveys, while accurate, are labor-intensive and not scalable to meet the demands of such rapidly expanding domains. In this study, we employed BERTopic, a transformer-based topic modeling framework, to map the thematic landscape of periodontics research published in MEDLINE from 2009 to 2024. We identified 31 broad topics encompassing four major thematic axes—patient management, periomedicine, oral microbiology, and implant-related surgery—thereby illuminating core areas and their semantic relationships. Compared with a conventional Latent Dirichlet Allocation (LDA) approach, BERTopic yielded more contextually nuanced clusters and facilitated the isolation of distinct, smaller research niches. Although some documents remained unlabeled, potentially reflecting either semantic ambiguity or niche topics below the clustering threshold, our results underscore the flexibility, interpretability, and scalability of neural topic modeling in this domain. Future refinements—such as domain-specific embedding models and optimized granularity levels—could further enhance the precision and utility of this method, ultimately guiding researchers, educators, and policymakers in navigating the evolving landscape of periodontics.</jats:p>",Carlo Galli; Maria Teresa Colangelo; Marco Meleti; Stefano Guizzardi; Elena Calciolari,5,1,NA,73,Machine Learning
Big Data and Cognitive Computing,Analysis of the Effect of Attention Mechanism on the Accuracy of Deep Learning Models for Fake News Detection,2025-9-4,2025,10.3390/bdcc9090230,https://doi.org/10.3390/bdcc9090230,"<jats:p>The main objective of the paper is to verify whether the integration of attention mechanisms could improve the effectiveness of online fake news detection models. The models were training using selected deep learning methods, which were suitable for text processing, such as CNN (Convolutional Neural Network), LSTM (Lon-short Term Memory), BiLSTM (Bidirectional LSTM), GRU (Gated Recurrent Unit), and transformer. The novelty of the paper lies in the addition of attention mechanisms to each of those models, and comparison of their performance across both datasets, LIAR and WELFake. Afterwards, an analysis of resulting changes in terms of the detection performance was carried out. The paper also describes the issue of toxicity in the online space and how it affects society, the toxicity sources, and methods to tackle it. Furthermore, the article provides a description of individual deep learning methods and the principles of attention mechanism. Finally, it was shown that the attention mechanism can increase the accuracy of basic models for fake news detection; however, the differences are insignificant in the case of the LIAR dataset. The reason for this can be found in the dataset itself. In contrast, the addition of attention mechanism to models on the WELFake dataset showed a significant improvement of results, where the average accuracy was 0.967 and average F1-rate was 0.968. These results were better than the results of experiments with the simple transformer. Comparison of the results showed that it makes sense to enrich the basic neural network models with the attention mechanisms, especially with the multi-head attention mechanism. The key finding is that attention mechanisms can enhance fake news detection performance when applied to high-quality, well-balanced datasets.</jats:p>",Kristína Machová; Marián Mach; Viliam Balara,3,0,NA,29,Machine Learning
Big Data and Cognitive Computing,Leveraging Large Language Models for Sustainable and Inclusive Web Accessibility,2025-9-26,2025,10.3390/bdcc9100247,https://doi.org/10.3390/bdcc9100247,"<jats:p>The increasing complexity of modern web applications, which are composed of dynamic and asynchronous components, poses a significant challenge for digital inclusion. Traditional automated tools typically analyze only the static HTML markup generated by frontend and backend frameworks. Recent advances in Large Language Models (LLMs) offer a novel approach to enhance the validation process by directly analyzing the source code. In this paper, we investigate the capacity of LLMs to interpret and reason dynamically generated content, providing real-time feedback on web accessibility. Our findings show that LLMs can correctly anticipate the presence of accessibility violations in the generated HTML code, going beyond the capabilities of traditional validators, also evaluating possible issues due to the asynchronous execution of the web application. However, together with legitimate issues, LLMs also produced a relevant number of hallucinated or redundant violations. This study contributes to the broader effort of employing AI with the aim of improving the inclusivity and equity of the web.</jats:p>",Manuel Andruccioli; Barry Bassi; Giovanni Delnevo; Paola Salomoni,4,0,NA,38,IA Generativa
Big Data and Cognitive Computing,The Data Heterogeneity Issue Regarding COVID-19 Lung Imaging in Federated Learning: An Experimental Study,2025-1-14,2025,10.3390/bdcc9010011,https://doi.org/10.3390/bdcc9010011,"<jats:p>Federated learning (FL) has emerged as a transformative framework for collaborative learning, offering robust model training across institutions while ensuring data privacy. In the context of making a COVID-19 diagnosis using lung imaging, FL enables institutions to collaboratively train a global model without sharing sensitive patient data. A central manager aggregates local model updates to compute global updates, ensuring secure and effective integration. The global model’s generalization capability is evaluated using centralized testing data before dissemination to participating nodes, where local assessments facilitate personalized adaptations tailored to diverse datasets. Addressing data heterogeneity, a critical challenge in medical imaging, is essential for improving both global performance and local personalization in FL systems. This study emphasizes the importance of recognizing real-world data variability before proposing solutions to tackle non-independent and non-identically distributed (non-IID) data. We investigate the impact of data heterogeneity on FL performance in COVID-19 lung imaging across seven distinct heterogeneity settings. By comprehensively evaluating models using generalization and personalization metrics, we highlight challenges and opportunities for optimizing FL frameworks. The findings provide valuable insights that can guide future research toward achieving a balance between global generalization and local adaptation, ultimately enhancing diagnostic accuracy and patient outcomes in COVID-19 lung imaging.</jats:p>",Fatimah Alhafiz; Abdullah Basuhail,2,6,NA,44,Otros
Big Data and Cognitive Computing,Pixel-Dehaze: Deciphering Dehazing Through Regression-Based Depth and Scattering Estimation,2025-11-8,2025,10.3390/bdcc9110282,https://doi.org/10.3390/bdcc9110282,"<jats:p>Haze significantly reduces visibility in critical applications such as autonomous driving, surveillance, and firefighting, making its removal essential for safety and reliability. Motivated by the limited robustness of the existing methods under non-uniform haze conditions, this study introduces a novel regression-based dehazing model that simultaneously incorporates the atmospheric light constant, transmission map, and scattering coefficient for improved restoration. Instead of relying on complex deep networks, the model leverages brightness–saturation cues and regression-driven scattering estimation with localized haze detection to reconstruct clearer images efficiently. Evaluated on the RESIDE dataset, the approach consistently surpasses state-of-the-art techniques including Dark Channel Prior, AOD-Net, FFA-Net, and Single U-Net, achieving SSIM = 0.99, PSNR = 22.25 dB, VIF = 1.08, and the lowest processing time of 0.038 s, demonstrating both accuracy and practicality for real-world deployment.</jats:p>",Vaibhav Baldeva; Vishakha Sharma; Satakshi Verma; Priya Kansal; Sachin Kansal; Jyotindra Narayan,6,2,NA,53,Estadística
Big Data and Cognitive Computing,VSA-GCNN: Attention Guided Graph Neural Networks for Brain Tumor Segmentation and Classification,2025-1-31,2025,10.3390/bdcc9020029,https://doi.org/10.3390/bdcc9020029,"<jats:p>For the past few decades, brain tumors have had a substantial influence on human life, and pose severe health risks if not treated and diagnosed in the early stages. Brain tumor problems are highly diverse and vary extensively in terms of size, type, and location. This brain tumor diversity makes it challenging to progress an accurate and reliable diagnostic tool. In order to effectively segment and classify the tumor region, still several developments are required to make an accurate diagnosis. Thus, the purpose of this research is to accurately segment and classify brain tumor Magnetic Resonance Images (MRI) to enhance diagnosis. Primarily, the images are collected from BraTS 2019, 2020, and 2021 datasets, which are pre-processed using min–max normalization to eliminate noise. Then, the pre-processed images are given into the segmentation stage, where a Variational Spatial Attention with Graph Convolutional Neural Network (VSA-GCNN) is applied to handle the variations in tumor shape, size, and location. Then, the segmented outputs are processed into feature extraction, where an AlexNet model is used to reduce the dimensionality. Finally, in the classification stage, a Bidirectional Gated Recurrent Unit (Bi-GRU) is employed to classify the brain tumor regions as gliomas and meningiomas. From the results, it is evident that the proposed VSA-GCNN-BiGRU shows superior results on the BraTS 2019 dataset in terms of accuracy (99.98%), sensitivity (99.92%), and specificity (99.91%) when compared with existing models. By considering the BraTS 2020 dataset, the proposed VSA-GCNN-BiGRU shows superior results in terms of Dice similarity coefficient (0.4), sensitivity (97.7%), accuracy (98.2%), and specificity (97.4%). While evaluating with the BraTS 2021 dataset, the proposed VSA-GCNN-BiGRU achieved specificity of 97.6%, Dice similarity of 98.6%, sensitivity of 99.4%, and accuracy of 99.8%. From the overall observation, the proposed VSA-GCNN-BiGRU supports accurate brain tumor segmentation and classification, which provides clinical significance in MRI when compared to existing models.</jats:p>",Kambham Pratap Joshi; Vishruth Boraiah Gowda; Parameshachari Bidare Divakarachari; Paramesh Siddappa Parameshwarappa; Raj Kumar Patra,5,19,NA,38,Machine Learning
Big Data and Cognitive Computing,Quinary Classification of Human Gait Phases Using Machine Learning: Investigating the Potential of Different Training Methods and Scaling Techniques,2025-4-7,2025,10.3390/bdcc9040089,https://doi.org/10.3390/bdcc9040089,"<jats:p>Walking is a fundamental human activity, and analyzing its complexities is essential for understanding gait abnormalities and musculoskeletal disorders. This article delves into the classification of gait phases using advanced machine learning techniques, specifically focusing on dividing these phases into five distinct subphases. The study utilizes data from 100 individuals obtained from an open-access platform and employs two distinct training methodologies. The first approach adopts stratified random sampling, where 80% of the data from each subphase are allocated for training and 20% for testing. The second approach involves participant-based splitting, training on data from 80% of the individuals and testing on the remaining 20%. Preprocessing methods such as Min–Max Scaling (MMS), Standard Scaling (SS), and Principal Component Analysis (PCA) were applied to the dataset to ensure optimal performance of the machine learning models. Several algorithms were implemented, including k-Nearest Neighbors (k-NNs), Logistic Regression (LR), Decision Tree (DT), Random Forest (RF), Support Vector Machine (SVM), Naive Bayes (Gaussian, Bernoulli, and Multinomial) (NB), Linear Discriminant Analysis (LDA), and Quadratic Discriminant Analysis (QDA). The models were rigorously evaluated using performance metrics like cross-validation score, Mean Squared Error (MSE), Root Mean Squared Error (RMSE), accuracy, and R2 score, offering a comprehensive assessment of their effectiveness in classifying gait phases. In the five subphases analysis, RF again performed strongly with a 94.95% accuracy, an RMSE of 0.4461, and an R2 score of 90.09%, demonstrating robust performance across all scaling methods.</jats:p>",Amal Mekni; Jyotindra Narayan; Hassène Gritli,3,7,NA,33,Machine Learning
Big Data and Cognitive Computing,A Monte Carlo Tree Search with Reinforcement Learning and Graph Relational Attention Network for Dynamic Flexible Job Shop Scheduling Problem,2025-12-26,2025,10.3390/bdcc10010009,https://doi.org/10.3390/bdcc10010009,"<jats:p>The dynamic flexible job shop scheduling problem (DFJSP) with machine faults, considering the recovery condition and variable processing time, is studied to determine the rescheduling scheme when machine faults occur in real time. The Monte Carlo Tree Search (MCTS) algorithm with reinforcement learning and the relational-enhanced graph attention network (MGRL) is presented to address the DFJSP with machine faults, considering the recovery condition and variable processing time. The MCTS with the skip-node restart strategy, which utilizes local optimal solutions found during the Monte Carlo sampling process, is designed to enhance the optimization efficiency of MCTS in real time. A relational graph attention network (RGAT), a relational-enhanced and transformer-integrated graph network in the MGRL, is designed to analyze the scheduling disjunctive graph, guide the Monte Carlo sampling method to improve sampling efficiency, and enhance the quality of MCTS optimization decisions. Experimental results demonstrate the effectiveness of the RGAT and the skip-node restart strategy. Further application analysis results show that the MGRL is optimal among all comparison methods when algorithms solve the DFJSP.</jats:p>",Yu Jia; Rui Yang; Qiuyu Zhang,3,0,NA,42,Machine Learning
Big Data and Cognitive Computing,"Large Language Models in Mechanical Engineering: A Scoping Review of Applications, Challenges, and Future Directions",2025-11-30,2025,10.3390/bdcc9120305,https://doi.org/10.3390/bdcc9120305,"<jats:p>Following PRISMA-ScR guidelines, this scoping review systematically maps the landscape of Large Language Models (LLMs) in mechanical engineering. A search of four major databases (Scopus, IEEE Xplore, ACM Digital Library, Web of Science) and a rigorous screening process yielded 66 studies for final analysis. The findings reveal a nascent, rapidly accelerating field, with over 68% of publications from 2024 (representing a year-on-year growth of 150% from 2023 to 2024), and applications concentrated on front-end design processes like conceptual design and Computer-Aided Design (CAD) generation. The technological landscape is dominated by OpenAI’s GPT-4 variants. A persistent challenge identified is weak spatial and geometric reasoning, shifting the primary research bottleneck from traditional data scarcity to inherent model limitations. This, alongside reliability concerns, forms the main barrier to deeper integration into engineering workflows. A consensus on future directions points to the need for specialized datasets, multimodal inputs to ground models in engineering realities, and robust, engineering-specific benchmarks. This review concludes that LLMs are currently best positioned as powerful ‘co-pilots’ for engineers rather than autonomous designers, providing an evidence-based roadmap for researchers, practitioners, and educators.</jats:p>",Christopher Baker; Karen Rafferty; Mark Price,3,2,NA,25,IA Generativa
Big Data and Cognitive Computing,Lightweight Multimodal Adapter for Visual Object Tracking,2025-11-15,2025,10.3390/bdcc9110292,https://doi.org/10.3390/bdcc9110292,"<jats:p>Visual object tracking is a fundamental computer vision task recently extended to multimodal settings, where natural language descriptions complement visual information. Existing multimodal trackers typically rely on large-scale transformer architectures that jointly train visual and textual encoders, resulting in hundreds of millions of trainable parameters and substantial computational overhead. We propose a lightweight multimodal adapter that integrates textual descriptions into a state-of-the-art visual-only framework with minimal overhead. The pretrained visual and text encoders are frozen, and only a small projection network is trained to align text embeddings with visual features. The adapter is modular, can be toggled at inference, and has negligible impact on speed. Extensive experiments demonstrate that textual cues improve tracking robustness and enable efficient multimodal integration with over 100× fewer trainable parameters than heavy multimodal trackers, allowing training and deployment on resource-limited devices.</jats:p>",Vasyl Borsuk; Vitaliy Yakovyna; Nataliya Shakhovska,3,1,NA,31,Machine Learning
Big Data and Cognitive Computing,Using Vector Databases for the Selection of Related Occupations: An Empirical Evaluation Using O*NET,2025-7-2,2025,10.3390/bdcc9070175,https://doi.org/10.3390/bdcc9070175,"<jats:p>Career planning agencies and other organizations can help workers if they are able to effectively identify related occupations that are relevant to the task at hand. Occupational knowledge bases such as O*NET and ESCO represent mature attempts to categorize occupations and describe them in detail so that they can be used to search for related occupations. Vector databases offer an opportunity to find related occupations based on large pre-trained word and sentence embeddings and their associated retrieval algorithms for similarity search. This paper reports a systematic empirical evaluation of the possibilities of using vector databases for related occupation retrieval using different document structures, embeddings, and retrieval configurations for two popular open source vector databases, and using the O*NET curated database. The objective was to understand the extent to which curated relations capture all the meaningful relations in a context of retrieval. The results show that, independent of the database used, distance metrics, sentence embeddings, and the selection of text fragments are all significant in the overall retrieval performance when comparing with curated relations, but they also retrieve other relevant occupations based on text similarity. Further, the precision is high for smaller cutoffs in the results list, which is especially important for settings in which vector database retrieval is set up as part of a Retrieval Augmented Generation (RAG) pattern. The inspection of highly ranked retrieved related occupations not explicit in the curated database reveals that text similarity captures the taxonomical grouping of some occupations in some cases, but also other cross-cuts different aspects that are distinct from the hierarchical organization of the database in most of the cases. This suggests that text retrieval should be combined with querying explicit relations in practical applications.</jats:p>",Lino Gonzalez-Garcia; Miguel-Angel Sicilia; Elena García-Barriocanal,3,0,NA,21,Otros
Big Data and Cognitive Computing,RecurrentOcc: An Efficient Real-Time Occupancy Prediction Model with Memory Mechanism,2025-7-2,2025,10.3390/bdcc9070176,https://doi.org/10.3390/bdcc9070176,"<jats:p>Three-dimensional Occupancy Prediction provides a detailed representation of the surrounding environment, essential for autonomous driving. Long temporal image sequence fusion is a common technique used to improve the occupancy prediction performance. However, existing temporal fusion methods are inefficient due to three issues: repetitive feature extraction from temporal images, redundant fusion of temporal features, and suboptimal fusion of long-term historical features. To address these challenges, we propose the Recurrent Occupancy Prediction Network (RecurrentOcc). We introduce the Scene Memory Gate, a new temporal fusion module that condenses temporal scene features into a single historical feature map. This eliminates the need for repeated extraction and aggregation of multiple temporal images, reducing computational overhead. The Scene Memory Gate selectively retains valuable information from historical features and recurrently updates the historical feature map, enhancing temporal fusion performance. Additionally, we design a simple yet efficient encoder, significantly reducing the number of model parameters. Compared with other real-time methods, RecurrentOcc achieves state-of-the-art performance of 39.9 mIoU on the Occ3D-NuScenes dataset with the fewest parameters of 59.1 M and an inference speed of 23.4 FPS.</jats:p>",Zimo Chen; Yuxiang Xie; Yingmei Wei,3,0,NA,23,Machine Learning
Big Data and Cognitive Computing,Data Obfuscation for Privacy-Preserving Machine Learning Using Quantum Symmetry Properties,2025-8-29,2025,10.3390/bdcc9090223,https://doi.org/10.3390/bdcc9090223,"<jats:p>This study introduces a data obfuscation technique that leverages the exponential map of Lie-group generators. Originating from quantum machine learning frameworks, the method injects controlled noise into these generators, deliberately breaking symmetry and obscuring the source data while retaining predictive utility. Experiments on open medical datasets show that classifiers trained on obfuscated features match or slightly exceed the baseline accuracy obtained on raw data. This work demonstrates how Lie-group theory can advance privacy in sensitive domains by providing simultaneous data obfuscation and augmentation.</jats:p>",Sebastian Raubitzek; Sebastian Schrittwieser; Alexander Schatten; Kevin Mallinger,4,0,NA,34,Machine Learning
Big Data and Cognitive Computing,Target-Oriented Opinion Words Extraction Based on Dependency Tree,2025-8-13,2025,10.3390/bdcc9080207,https://doi.org/10.3390/bdcc9080207,"<jats:p>Target-oriented opinion words extraction (TOWE) is a novel subtask of aspect-based sentiment analysis (ABSA), which aims to extract opinion words corresponding to a given opinion target within a sentence. In recent years, neural networks have been widely used to solve this problem and have achieved competitive results. However, when faced with complex and long sentences, the existing methods struggle to accurately identify the semantic relationships between distant opinion targets and opinion words. This is primarily because they rely on literal distance, rather than semantic distance, to model the local context or opinion span of the opinion target. To address this issue, we propose a neural network model called DTOWE, which comprises (1) a global module using Inward-LSTM and Outward-LSTM to capture general sentence-level context, and (2) a local module that employs BiLSTM combined with DT-LCF to focus on target-specific opinion spans. DT-LCF is implemented in two ways: DT-LCF-Mask, which uses a binary mask to zero out non-local context beyond a dependency tree distance threshold, α, and DT-LCF-weight, which applies a dynamic weighted decay to downweigh distant context based on semantic distance. These mechanisms leverage dependency tree structures to measure semantic proximity, reducing the impact of irrelevant words and enhancing the accuracy of opinion span detection. Extensive experiments on four benchmark datasets demonstrate that DTOWE outperforms state-of-the-art models. Specifically, DT-LCF-Weight achieves F1-scores of 73.62% (14lap), 82.24% (14res), 75.35% (15res), and 83.83% (16res), with improvements of 2.63% to 3.44% over the previous state-of-the-art (SOTA) model, IOG. Ablation studies confirm that the dependency tree-based distance measurement and DT-LCF mechanism are critical to the model’s effectiveness, validating their ability to handle complex sentences and capture semantic dependencies between targets and opinion words.</jats:p>",Yan Wen; Enhai Yu; Jiawei Qu; Lele Cheng; Yuao Chen; Siyu Lu,6,0,NA,21,Machine Learning
