consulta_id,tipo_consulta,consulta,estrategia,posicion,paper_id,title,authors_raw,publication_date,topic_label,doi,url,puntaje,fragmento,relevante,observacion
E5,Consulta difícil,data methods results,TF-IDF,1,203,An OMOP Common Data Model pipeline for electrocardiography dataset integration by standardizing signal metadata and heart rate variability features,"Reali, Pierluigi; Tibollo, Valentina; Riboni, Gaia; Plebani, Pierluigi; Tanca, Letizia; Signorini, Maria G. G",2026-06-24,Otros,10.3389/fbinf.2026.1801714,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1801714/full,0.1369251526378678,"Efficient data sharing is crucial for the secondary use of healthcare data, which represents one of the greatest opportunities to advance pathophysiological knowledge and improve health outcomes. However, data volume and the variety of formats and standards significantly hinder data interoperabil...",1,Desarrolla un método de integración y estandarización de datos electrocardiográficos y sus metadatos.
E5,Consulta difícil,data methods results,TF-IDF,2,129,A cost and community perspective on the barriers to microbiome data reuse,"Kelliher, Julia M.; Johnson, Leah Y. D.; Rodriguez, Francisca E.; Saunders, Jaclyn K.; Kroeger, Marie E.; Hanson, Buck; Robinson, Aaron J.; Anthony, Winston E.; Van Goethem, Marc W.; Kiledal, Anders; Shibl, Ahmed A.; Andrade, Amanda Araujo Serrao de; Ettinger, Cassandra L.; Gupta, Chhedi Lal; Robinson, Chris R. P.; Zuniga, Cristal; Sprockett, Daniel; Machado, Douglas Terra; Skoog, Emilie J.; Oduwole, Iyanu; Rothman, Jason A.; Prime, Kaelan; Lane, Katherine R.; Lemos, Leandro Nascimento; Karstens, Lisa; McCauley, Mark; Seyoum, Mitiku Mihiret; Elmassry, Moamen M.; Guzel, Mustafa; Longley, Reid; Roux, Simon; Pitot, Thomas M.; Eloe-Fadrosh, Emiley A.",2025-04-09,Otros,10.3389/fbinf.2025.1585717,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1585717/full,0.12733876758623955,"Microbiome research is becoming a mature field with a wealth of data amassed from diverse ecosystems, yet the ability to fully leverage multi-omics data for reuse remains challenging. To provide a view into researchers’ behavior and attitudes towards data reuse, we surveyed over 700 microbiome re...",1,"Analiza con datos de encuesta las barreras, costos y prácticas asociadas con reutilización de datos de microbioma."
E5,Consulta difícil,data methods results,TF-IDF,3,149,Seurat function argument values in scRNA-seq data analysis: potential pitfalls and refinements for biological interpretation,"Arbatsky, Mikhail; Vasilyeva, Ekaterina; Sysoeva, Veronika; Semina, Ekaterina; Saveliev, Valeri; Rubina, Kseniya",2025-02-12,Estadistica,10.3389/fbinf.2025.1519468,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1519468/full,0.1208485340455282,Processing biological data is a challenge of paramount importance as the amount of accumulated data has been annually increasing along with the emergence of new methods for studying biological objects. Blind application of mathematical methods in biology may lead to erroneous hypotheses and concl...,1,Examina valores de argumentos y posibles errores metodológicos en el análisis de datos scRNA-seq.
E5,Consulta difícil,data methods results,TF-IDF,4,359,Genetic risk predictions using deep learning models with summary data,"Wang, Angela; Xiao, Elena; Cheng, Jason; Shen, Xiaoxi",2026-01-08,Machine Learning,10.3389/fbinf.2025.1657021,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1657021/full,0.11660681745169754,"Background: As a driving force of the Fourth Industrial Revolution, deep learning methods have achieved significant success across various fields, including genetic and genomic studies. While individual-level genetic data is ideal for deep learning models, privacy concerns and data-sharing restri...",1,Estudia métodos de aprendizaje profundo con datos genéticos resumidos y presenta resultados predictivos.
E5,Consulta difícil,data methods results,TF-IDF,5,65,Adaptive sampling methods facilitate the determination of reliable dataset sizes for evidence-based modeling,"Breitenbach, Tim; Dandekar, Thomas",2025-09-04,Otros,10.3389/fbinf.2025.1528515,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1528515/full,0.11594444542805225,"How can we be sure that there is sufficient data for our model, such that the predictions remain reliable on unseen data and the conclusions drawn from the fitted model would not vary significantly when using a different sample of the same size? We answer these and related questions through a sys...",1,Propone un método de muestreo para determinar tamaños de datos confiables y reporta su comportamiento.
E5,Consulta difícil,data methods results,LSA,1,203,An OMOP Common Data Model pipeline for electrocardiography dataset integration by standardizing signal metadata and heart rate variability features,"Reali, Pierluigi; Tibollo, Valentina; Riboni, Gaia; Plebani, Pierluigi; Tanca, Letizia; Signorini, Maria G. G",2026-06-24,Otros,10.3389/fbinf.2026.1801714,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1801714/full,0.6196494724111342,"Efficient data sharing is crucial for the secondary use of healthcare data, which represents one of the greatest opportunities to advance pathophysiological knowledge and improve health outcomes. However, data volume and the variety of formats and standards significantly hinder data interoperabil...",1,Desarrolla un método de integración y estandarización de datos electrocardiográficos y sus metadatos.
E5,Consulta difícil,data methods results,LSA,2,129,A cost and community perspective on the barriers to microbiome data reuse,"Kelliher, Julia M.; Johnson, Leah Y. D.; Rodriguez, Francisca E.; Saunders, Jaclyn K.; Kroeger, Marie E.; Hanson, Buck; Robinson, Aaron J.; Anthony, Winston E.; Van Goethem, Marc W.; Kiledal, Anders; Shibl, Ahmed A.; Andrade, Amanda Araujo Serrao de; Ettinger, Cassandra L.; Gupta, Chhedi Lal; Robinson, Chris R. P.; Zuniga, Cristal; Sprockett, Daniel; Machado, Douglas Terra; Skoog, Emilie J.; Oduwole, Iyanu; Rothman, Jason A.; Prime, Kaelan; Lane, Katherine R.; Lemos, Leandro Nascimento; Karstens, Lisa; McCauley, Mark; Seyoum, Mitiku Mihiret; Elmassry, Moamen M.; Guzel, Mustafa; Longley, Reid; Roux, Simon; Pitot, Thomas M.; Eloe-Fadrosh, Emiley A.",2025-04-09,Otros,10.3389/fbinf.2025.1585717,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1585717/full,0.4687781953850667,"Microbiome research is becoming a mature field with a wealth of data amassed from diverse ecosystems, yet the ability to fully leverage multi-omics data for reuse remains challenging. To provide a view into researchers’ behavior and attitudes towards data reuse, we surveyed over 700 microbiome re...",1,"Analiza con datos de encuesta las barreras, costos y prácticas asociadas con reutilización de datos de microbioma."
E5,Consulta difícil,data methods results,LSA,3,6,Celline: a flexible tool for one-step retrieval and integrative analysis of public single-cell RNA sequencing data,"Sato, Yuya; Asahi, Toru; Kataoka, Kosuke",2025-12-11,Otros,10.3389/fbinf.2025.1684227,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1684227/full,0.45878528389735934,"Single-cell RNA sequencing (scRNA-seq) has generated a rapidly expanding collection of public datasets that provide insight into development, disease, and therapy. However, researchers lack an end-to-end solution for seamlessly retrieving, preprocessing, integrating, and analyzing these data beca...",1,"Presenta métodos para recuperar, integrar y analizar conjuntos públicos de datos de RNA de célula única."
E5,Consulta difícil,data methods results,LSA,4,149,Seurat function argument values in scRNA-seq data analysis: potential pitfalls and refinements for biological interpretation,"Arbatsky, Mikhail; Vasilyeva, Ekaterina; Sysoeva, Veronika; Semina, Ekaterina; Saveliev, Valeri; Rubina, Kseniya",2025-02-12,Estadistica,10.3389/fbinf.2025.1519468,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1519468/full,0.4316592735009385,Processing biological data is a challenge of paramount importance as the amount of accumulated data has been annually increasing along with the emergence of new methods for studying biological objects. Blind application of mathematical methods in biology may lead to erroneous hypotheses and concl...,1,Examina valores de argumentos y posibles errores metodológicos en el análisis de datos scRNA-seq.
E5,Consulta difícil,data methods results,LSA,5,244,Predicting VNN resistance in European sea bass using machine learning on high dimensional low sample size data,"Faldani, Giovanni; Rossignolo, Enrico; Signor, Eleonora; Longo, Alessio; Faggion, Sara; Bargelloni, Luca; Comin, Matteo; Pizzi, Cinzia",2026-05-20,Machine Learning,10.3389/fbinf.2026.1718386,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2026.1718386/full,0.3919901302993066,"Aquaculture is a rapidly growing sector in the global food production chain as a recognized fundamental source of high-quality proteins. One of the crucial tasks in aquaculture is phenotype prediction. While machine learning research has mainly focused on classification tasks on Big Data, in many...",1,Evalúa métodos de aprendizaje automático para datos de alta dimensión y tamaño muestral reducido.
