pagina,url,texto_bloque_articulo,doi,estado_publicacion_listado,fecha_publicacion_listado_texto,fecha_publicacion_listado,year_publicacion_listado,views_text,downloads
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1630518/full,"Original Research

Published on 19 Sep 2025

Integrated multi-optosis model for pan-cancer candidate biomarker and therapy target discovery

in Integrative Bioinformatics

Emanuell Rodrigues de Souza
Higor Almeida Cordeiro Nogueira
Ronaldo da Silva Francisco Junior
Ana Beatriz Garcia
Enrique Medina-Acosta
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1630518
3,643 views
2 citations",10.3389/fbinf.2025.1630518,Published on,19 Sep 2025,2025-09-19,2025,"3,643 views",3643
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1630161/full,"Methods

Published on 18 Sep 2025

Quantitative measures to assess the quality of cellular indexing of transcriptomes and epitopes by sequencing data

in Single Cell Bioinformatics

Jie Sun
Robert Morrison
Soyeon Kim
Kairuo Yan
Hyun Jung Park
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1630161
3,273 views",10.3389/fbinf.2025.1630161,Published on,18 Sep 2025,2025-09-18,2025,"3,273 views",3273
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1644695/full,"Original Research

Published on 18 Sep 2025

BC-predict: mining of signal biomarkers and production of models for early-stage breast cancer subtyping and prognosis

in Integrative Bioinformatics

Sangeetha Muthamilselvan
Natarajan Vaithilingam
Ashok Palaniappan
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1644695
3,016 views
1 citation",10.3389/fbinf.2025.1644695,Published on,18 Sep 2025,2025-09-18,2025,"3,016 views",3016
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1625664/full,"Original Research

Published on 18 Sep 2025

Key genes associated with brain metastasis in non-small cell lung cancer: novel insights from bioinformatics analysis

in Integrative Bioinformatics

Shuang Zhao
He Zhang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1625664
3,436 views",10.3389/fbinf.2025.1625664,Published on,18 Sep 2025,2025-09-18,2025,"3,436 views",3436
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1661601/full,"Original Research

Published on 16 Sep 2025

Drug discovery for chemotherapeutic resistance based on pathway-responsive gene sets and its application in breast cancer

in Drug Discovery in Bioinformatics

Dehua Feng
Jingwen Hao
Lingxu Li
Jian Chen
Xinying Liu
Ruijie Zhang
Huirui Han
Tianyi Li
Xuefeng Wang
Xia Li
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1661601
2,188 views",10.3389/fbinf.2025.1661601,Published on,16 Sep 2025,2025-09-16,2025,"2,188 views",2188
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1613136/full,"Original Research

Published on 15 Sep 2025

Discovering biomarkers for chronic sinusitis with nasal polyps: a study integrating bioinformatics analysis and experimental validation of macrophage polarization and metabolism-related genes

in Network Bioinformatics

Juan Zhou
Huan Wang
Jin Wang
Fuming Zhou
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1613136
3,536 views",10.3389/fbinf.2025.1613136,Published on,15 Sep 2025,2025-09-15,2025,"3,536 views",3536
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1657895/full,"Original Research

Published on 10 Sep 2025

Single-cell splicing QTL analysis in pancreatic islets

in Genomic Analysis

Jae-Won Cho
Jingyi Cao
Martin Hemberg
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1657895
2,207 views",10.3389/fbinf.2025.1657895,Published on,10 Sep 2025,2025-09-10,2025,"2,207 views",2207
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1628800/full,"Technology and Code

Published on 08 Sep 2025

PharmacoForge: pharmacophore generation with diffusion models

in Drug Discovery in Bioinformatics

Emma L. Flynn
Riya Shah 
Ian Dunn 
Rishal Aggarwal 
David Ryan Koes 
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1628800
4,724 views",10.3389/fbinf.2025.1628800,Published on,08 Sep 2025,2025-09-08,2025,"4,724 views",4724
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1634111/full,"FAIR² Data

Published on 08 Sep 2025

Structure-based prediction of SARS-CoV-2 variant properties using machine learning on mutational neighborhoods

in Integrative Bioinformatics

Max van den Boom
Erik Schultes
Thomas Hankemeier
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1634111
13,688 views",10.3389/fbinf.2025.1634111,Published on,08 Sep 2025,2025-09-08,2025,"13,688 views",13688
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1641491/full,"Technology and Code

Published on 05 Sep 2025

TCRscape: a single-cell multi-omic TCR profiling toolkit

in Single Cell Bioinformatics

Roman Perik-Zavodskii
Olga Perik-Zavodskaia
Marina Volynets
Saleh Alrhmoun
Sergey Sennikov
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1641491
3,909 views
1 citation",10.3389/fbinf.2025.1641491,Published on,05 Sep 2025,2025-09-05,2025,"3,909 views",3909
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1619790/full,"Technology and Code

Published on 05 Sep 2025

An image analysis pipeline to quantify the spatial distribution of cell markers in stroma-rich tumors

in Computational BioImaging

Antoine A. Ruzette
Nina Kozlova
Kayla A. Cruz
Taru Muranen
Simon F. Nørrelykke
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1619790
2,963 views
1 citation",10.3389/fbinf.2025.1619790,Published on,05 Sep 2025,2025-09-05,2025,"2,963 views",2963
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1577324/full,"Methods

Published on 04 Sep 2025

A novel linear indexing method for strings under all internal nodes in a suffix tree

in Integrative Bioinformatics

Anas Al-okaily
Abdelghani Tbakhi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1577324
1,503 views",10.3389/fbinf.2025.1577324,Published on,04 Sep 2025,2025-09-04,2025,"1,503 views",1503
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1576317/full,"Technology and Code

Published on 04 Sep 2025

Protein cleaver: an interactive web interface for in silico prediction and systematic annotation of protein digestion-derived peptides

in Protein Bioinformatics

Grigorios Koulouras
Yingrong Xu
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1576317
5,126 views",10.3389/fbinf.2025.1576317,Published on,04 Sep 2025,2025-09-04,2025,"5,126 views",5126
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1528515/full,"Brief Research Report

Published on 04 Sep 2025

Adaptive sampling methods facilitate the determination of reliable dataset sizes for evidence-based modeling

in Data Visualization

Tim Breitenbach
Thomas Dandekar
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1528515
2,191 views
1 citation",10.3389/fbinf.2025.1528515,Published on,04 Sep 2025,2025-09-04,2025,"2,191 views",2191
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1685992/full,"Editorial

Published on 02 Sep 2025

Editorial: Networks and graphs in biological data: current methods, opportunities and challenges

in Network Bioinformatics

Derek L. Thompson
Hsiang-Yun Wu
Christopher W. Bartlett
William C. Ray
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1685992
1,763 views
1 citation",10.3389/fbinf.2025.1685992,Published on,02 Sep 2025,2025-09-02,2025,"1,763 views",1763
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1620025/full,"Data Report

Published on 02 Sep 2025

Germline mutation profiling of breast cancer patients using a non-BRCA sequencing panel

in Genomic Analysis

Sonar Soni Panigoro
Rafika Indah Paramita
Fadilah Fadilah
Septelia Inawati Wanandi
Aisyah Fitriannisa Prawiningrum
Linda Erlina
Wahyu Dian Utari
Ajeng Megawati Fajrin
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1620025
2,537 views",10.3389/fbinf.2025.1620025,Published on,02 Sep 2025,2025-09-02,2025,"2,537 views",2537
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1630078/full,"Original Research

Published on 01 Sep 2025

COCαDA - a fast and scalable algorithm for interatomic contact detection in proteins using Cα distance matrices

in Protein Bioinformatics

Rafael Pereira Lemos
Diego Mariano
Sabrina De Azevedo Silveira
Raquel C. de Melo-Minardi
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1630078
2,515 views
3 citations",10.3389/fbinf.2025.1630078,Published on,01 Sep 2025,2025-09-01,2025,"2,515 views",2515
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1610015/full,"Perspective

Published on 29 Aug 2025

Advancing bioinformatics capacity through Nextflow and nf-core: lessons from an early-to mid-career researchers–focused program at The Kids Research Institute Australia

in Integrative Bioinformatics

Patricia Agudelo-Romero
Talya Conradie
Jose Antonio Caparros-Martin
David Jimmy Martino
Anthony Kicic
Stephen Michael Stick
Christopher Hakkaart
Abhinav Sharma
the Theme Collaboration Group
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1610015
3,395 views",10.3389/fbinf.2025.1610015,Published on,29 Aug 2025,2025-08-29,2025,"3,395 views",3395
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1613985/full,"Original Research

Published on 26 Aug 2025

Identifying novel therapeutic targets for non-alcoholic fatty liver disease using bioinformatics approaches: from drug repositioning to traditional Chinese medicine

in Drug Discovery in Bioinformatics

Jingmin Zhang
Tianwei Meng
Weiqi Gao
Xinghua Li
Juan Xu
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1613985
3,947 views",10.3389/fbinf.2025.1613985,Published on,26 Aug 2025,2025-08-26,2025,"3,947 views",3947
3,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1633623/full,"Original Research

Published on 20 Aug 2025

Using reinforcement learning in genome assembly: in-depth analysis of a Q-learning assembler

in Genomic Analysis

Kleber Padovani
Rafael Cabral Borges
Roberto Xavier
André Carlos Carvalho
Anna Reali
Annie Chateau
Ronnie Alves
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1633623
2,951 views",10.3389/fbinf.2025.1633623,Published on,20 Aug 2025,2025-08-20,2025,"2,951 views",2951
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1567219/full,"Original Research

Published on 20 Aug 2025

Novel deep learning for multi-class classification of Alzheimer’s in disability using MRI datasets

in Computational BioImaging

Sumaiya Binte Shahid
Maleeha Kaikaus
Md. Hasanul Kabir
Mohammad Abu Yousuf
A. K. M. Azad
A. S. Al-Moisheer
Naif Alotaibi
Salem A. Alyami
Touhid Bhuiyan
Mohammad Ali Moni
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1567219
5,367 views
4 citations",10.3389/fbinf.2025.1567219,Published on,20 Aug 2025,2025-08-20,2025,"5,367 views",5367
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1669236/full,"Original Research

Published on 18 Aug 2025

Spatial heterogeneity reveals an evolutionary signature predicting therapeutic response and clinical outcomes in hepatocellular carcinoma

in Integrative Bioinformatics

Shangyi Luo
Li Liu
Yang Sun
Jian Shi
Yajing Zhang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1669236
3,218 views
1 citation",10.3389/fbinf.2025.1669236,Published on,18 Aug 2025,2025-08-18,2025,"3,218 views",3218
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1634042/full,"Brief Research Report

Published on 15 Aug 2025

DIAMOND2GO: rapid Gene Ontology assignment and enrichment detection for functional genomics

in Genomic Analysis

Christopher Golden
David J. Studholme
Rhys A. Farrer
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1634042
3,307 views
2 citations",10.3389/fbinf.2025.1634042,Published on,15 Aug 2025,2025-08-15,2025,"3,307 views",3307
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1555637/full,"Brief Research Report

Published on 14 Aug 2025

Precision medicine on a budget in Africa: using existing genetic data to mitigate adverse drug reactions to conventional cancer drugs

in Drug Discovery in Bioinformatics

Alexandra Lindsey Djomkam Zune
Charles Ochieng’ Olwal
Emmanuel Agbeli
Abdoulaye Baniré Diallo
Emmanuella Amoako
Yaw Bediako
Lily Paemka
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1555637
2,517 views
1 citation",10.3389/fbinf.2025.1555637,Published on,14 Aug 2025,2025-08-14,2025,"2,517 views",2517
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1628724/full,"Original Research

Published on 14 Aug 2025

Stain-free artificial intelligence-assisted light microscopy for the identification of blood cells in microfluidic flow

in Computational BioImaging

Alexander Hunt
Holger Schulze
Kay Samuel
Robert B. Fisher
Till T. Bachmann
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1628724
3,459 views
1 citation",10.3389/fbinf.2025.1628724,Published on,14 Aug 2025,2025-08-14,2025,"3,459 views",3459
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1657841/full,"Original Research

Published on 12 Aug 2025

Sequence-based prioritization of i-Motif candidates in the human genome

in Genomic Analysis

Veronica Remori
Michela Prest
Mauro Fasano
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1657841
2,355 views
1 citation",10.3389/fbinf.2025.1657841,Published on,12 Aug 2025,2025-08-12,2025,"2,355 views",2355
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1563786/full,"Original Research

Published on 07 Aug 2025

Internal fossil constraints have more effect on the age estimates of crown Palaeognathae than different phylogenomic data type

in Evolutionary Bioinformatics

Alexandre Pedro Selvatti
Naoko Takezaki
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1563786
3,239 views
1 citation",10.3389/fbinf.2025.1563786,Published on,07 Aug 2025,2025-08-07,2025,"3,239 views",3239
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1606828/full,"Original Research

Published on 05 Aug 2025

In silico analysis of CSF2RB from cancer genomic databases reveals a heterogeneous role in different breast cancer subtypes

in Integrative Bioinformatics

Raghad Alshelaiel
Abdulmohsen Alkushi
Lolwah Abdullah Alriyees
Abir Abdullah Alamro
Humidah Alanazi
Areej Alhareeri
Bader AlMuzzaini
Mamoon Rashid
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1606828
2,829 views
1 citation",10.3389/fbinf.2025.1606828,Published on,05 Aug 2025,2025-08-05,2025,"2,829 views",2829
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1605681/full,"Original Research

Published on 01 Aug 2025

Bioinformatics analysis of lncRNA and mRNA differentially expressed in patients with cervical cancer

in RNA Bioinformatics

Xiaohua An
Xiaoxue Huang
Qiujie Yu
Yiyue Tang
Yan Wang
Huasu Chen
Yafei Zhang
Qianhao Huang
Yudi Rao
Guomei Hu
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1605681
2,380 views",10.3389/fbinf.2025.1605681,Published on,01 Aug 2025,2025-08-01,2025,"2,380 views",2380
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1637479/full,"Original Research

Published on 01 Aug 2025

The bacteriostatic regulation of luteolin from honeysuckle by protein network interaction

in Network Bioinformatics

Jianfeng Zhang
Mujun Chen
Dianzeng Yang
Yanjie Jia
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1637479
1,678 views",10.3389/fbinf.2025.1637479,Published on,01 Aug 2025,2025-08-01,2025,"1,678 views",1678
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1637207/full,"Original Research

Published on 28 Jul 2025

Computational investigation of potential natural compounds as inhibitors of monkeypox virus cysteine proteinase

in Drug Discovery in Bioinformatics

Riya Nalwa
Anis Ahmad Chaudhary
Mandeep Chouhan
Prashant Kumar Tiwari
Saurabh Gupta
Hassan Ahmed Rudayni
Vivek Dhar Dwivedi
Sanjay Kumar
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1637207
2,573 views
1 citation",10.3389/fbinf.2025.1637207,Published on,28 Jul 2025,2025-07-28,2025,"2,573 views",2573
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1599098/full,"Original Research

Published on 28 Jul 2025

Integrative machine learning and bioinformatics analysis to identify cellular senescence-related genes and potential therapeutic targets in ulcerative colitis and colorectal cancer

in Integrative Bioinformatics

Tianle Xue
Yunpeng Chen
Xiaomeng Li
Zhixiang Zhou
Qiyang Chen
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1599098
4,500 views",10.3389/fbinf.2025.1599098,Published on,28 Jul 2025,2025-07-28,2025,"4,500 views",4500
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1603133/full,"Original Research

Published on 21 Jul 2025

NeSyDPP-4: discovering DPP-4 inhibitors for diabetes treatment with a neuro-symbolic AI approach

in Integrative Bioinformatics

Delower Hossain
Ehsan Saghapour
Jake Y. Chen
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1603133
4,315 views
2 citations",10.3389/fbinf.2025.1603133,Published on,21 Jul 2025,2025-07-21,2025,"4,315 views",4315
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1627836/full,"Original Research

Published on 18 Jul 2025

IDRdecoder: a machine learning approach for rational drug discovery toward intrinsically disordered regions

in Protein Bioinformatics

Clara Shionyu-Mitusyama
Satoshi Ohmori
Subaru Hirata
Hirokazu Ishida
Tsuyoshi Shirai
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1627836
3,794 views",10.3389/fbinf.2025.1627836,Published on,18 Jul 2025,2025-07-18,2025,"3,794 views",3794
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1626153/full,"Original Research

Published on 18 Jul 2025

Analysis of histone modifications in key cellular subpopulations in the context of azoospermia using spermatogenic single-cell RNA-seq data

in Single Cell Bioinformatics

Qiu Wang
Hong Yang
Fang Li
Song Ge
Ling Ji
Xiaofeng Li
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1626153
3,012 views",10.3389/fbinf.2025.1626153,Published on,18 Jul 2025,2025-07-18,2025,"3,012 views",3012
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1569480/full,"Original Research

Published on 17 Jul 2025

Understanding the selectivity in silico of colistin and daptomycin toward gram-negative and gram-positive bacteria, respectively, from the interaction with membrane phospholipids

in Protein Bioinformatics

Yesid Aristizabal
Yamil Liscano
José Oñate-Garzón
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1569480
2,658 views
3 citations",10.3389/fbinf.2025.1569480,Published on,17 Jul 2025,2025-07-17,2025,"2,658 views",2658
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1573744/full,"Original Research

Published on 17 Jul 2025

NfκBin: a machine learning based method for screening TNF-α induced NF-κB inhibitors

in Drug Discovery in Bioinformatics

Shipra Jain
Ritu Tomer
Sumeet Patiyal
Gajendra P. S. Raghava
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1573744
3,322 views",10.3389/fbinf.2025.1573744,Published on,17 Jul 2025,2025-07-17,2025,"3,322 views",3322
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1580967/full,"Original Research

Published on 16 Jul 2025

Design of cross-reactive antigens with machine learning and high-throughput experimental evaluation

in Protein Bioinformatics

Chelsy Chesterman
Thomas Desautels
Luz-Jeannette Sierra
Kathryn T. Arrildt
Adam Zemla
Edmond Y. Lau
Shivshankar Sundaram
Jason Laliberte
Lynn Chen
Aaron Ruby
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1580967
3,415 views",10.3389/fbinf.2025.1580967,Published on,16 Jul 2025,2025-07-16,2025,"3,415 views",3415
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1566162/full,"Original Research

Published on 08 Jul 2025

Using deep neural networks and LASSO regression to predict miRNA expression changes based on mRNA data

in Integrative Bioinformatics

Franz Leonard Böge
Helena U. Zacharias
Stefanie C. Becker
Klaus Jung
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1566162
2,439 views",10.3389/fbinf.2025.1566162,Published on,08 Jul 2025,2025-07-08,2025,"2,439 views",2439
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1625145/full,"Original Research

Published on 07 Jul 2025

Comparative transcriptome analysis of different tissues of Hylomecon japonica provides new insights into the biosynthesis pathway of triterpenoid saponins

in RNA Bioinformatics

Bing He
Teng Xu
Shaowei Xu
Huqiang Fang
Qingshan Yang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1625145
1,899 views
2 citations",10.3389/fbinf.2025.1625145,Published on,07 Jul 2025,2025-07-07,2025,"1,899 views",1899
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1615834/full,"Technology and Code

Published on 02 Jul 2025

GenoPath: a pipeline to infer tumor clone composition, mutational history, and metastatic cell migration events from tumor DNA sequencing data

in Genomic Analysis

Ryan M. Tobin
Shikha Singh
Sudhir Kumar
Sayaka Miura
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1615834
2,117 views
1 citation",10.3389/fbinf.2025.1615834,Published on,02 Jul 2025,2025-07-02,2025,"2,117 views",2117
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1632189/full,"Original Research

Published on 30 Jun 2025

Long-read microbial genome assembly, gene prediction and functional annotation: a service of the MIRRI ERIC Italian node

in Genomic Analysis

Sandro Gepiro Contaldo
Antonio d’Acierno
Lorenzo Bosio
Francesco Venice
Elisa Li Perottino
Janneth Estefania Hoyos Rea
Giovanna Cristina Varese
Francesca Cordero
Marco Beccuti
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1632189
3,378 views
1 citation",10.3389/fbinf.2025.1632189,Published on,30 Jun 2025,2025-06-30,2025,"3,378 views",3378
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1586744/full,"Technology and Code

Published on 26 Jun 2025

ngx-mol-viewers: Angular components for interactive molecular visualization in bioinformatics

in Data Visualization

Damiano Clementel
Alessio Del Conte
Alexander Miguel Monzon
Silvio C. E. Tosatto
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1586744
2,131 views",10.3389/fbinf.2025.1586744,Published on,26 Jun 2025,2025-06-26,2025,"2,131 views",2131
4,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1594971/full,"Original Research

Published on 26 Jun 2025

Identification of immune and major depressive disorder-related diagnostic markers for early nonalcoholic fatty liver disease by WGCNA and machine learning

in Integrative Bioinformatics

Yuyun Jia
Yanping Cao
Qin Yin
Xueqian Li
Xiu Wen
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1594971
3,821 views",10.3389/fbinf.2025.1594971,Published on,26 Jun 2025,2025-06-26,2025,"3,821 views",3821
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1526566/full,"Original Research

Published on 25 Jun 2025

In-silico molecular analysis and blocking of the viral G protein of Nipah virus interacting with ephrin B2 and B3 receptor by using peptide mass fingerprinting

in Protein Bioinformatics

Ayesha Sajjad
Ihteshamul Haq
Rabia Syed
Faheem Anwar
Muhammad Hamza
Muhammad Musharaf
Tehmina Kiani
Faisal Nouroz
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1526566
3,630 views
2 citations",10.3389/fbinf.2025.1526566,Published on,25 Jun 2025,2025-06-25,2025,"3,630 views",3630
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1606284/full,"Original Research

Published on 25 Jun 2025

Integrated single-cell and bulk RNA dequencing to identify and validate prognostic genes related to T Cell senescence in acute myeloid leukemia

in Integrative Bioinformatics

Mengyao Sha
Jun Chen
Haifeng Hou
Huaihui Dou
Yan Zhang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1606284
3,874 views",10.3389/fbinf.2025.1606284,Published on,25 Jun 2025,2025-06-25,2025,"3,874 views",3874
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1641083/full,"Editorial

Published on 19 Jun 2025

Editorial: Expert opinions in genomic analysis

in Genomic Analysis

João C. Setubal
Alberto Paccanaro
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1641083
1,264 views",10.3389/fbinf.2025.1641083,Published on,19 Jun 2025,2025-06-19,2025,"1,264 views",1264
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1604418/full,"Brief Research Report

Published on 19 Jun 2025

ICARus: a pipeline to extract robust gene expression signatures from transcriptome datasets

in Genomic Analysis

Zhaorong Li
Juan I. Fuxman Bass
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1604418
2,657 views",10.3389/fbinf.2025.1604418,Published on,19 Jun 2025,2025-06-19,2025,"2,657 views",2657
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1607119/full,"Methods

Published on 18 Jun 2025

Enhancing genomic prediction in Arabidopsis thaliana with optimized SNP subset by leveraging gene ontology priors and bin-based combinatorial optimization

in Genomic Analysis

Qingfang Ba
Heng Zhou
Zheming Yuan
Zhijun Dai
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1607119
1,927 views",10.3389/fbinf.2025.1607119,Published on,18 Jun 2025,2025-06-18,2025,"1,927 views",1927
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1602850/full,"Original Research

Published on 18 Jun 2025

Temporal GeneTerrain: advancing precision medicine through dynamic gene expression visualization

in Integrative Bioinformatics

Ehsan Saghapour
Rahul Sharma
Delower Hossain
Kevin Song
Zhandos Sembay
Jake Y. Chen
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1602850
3,713 views
1 citation",10.3389/fbinf.2025.1602850,Published on,18 Jun 2025,2025-06-18,2025,"3,713 views",3713
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1550730/full,"Original Research

Published on 17 Jun 2025

Utility of regional STR marker variations in Tunisian and sub-Saharan populations: insights into forensic and population genetics

in Genomic Analysis

Asma Attaoui
Hajer Foddha
Houcemeddine Othman
Hassen Ben Abdennebi
Amel Haj Khelil
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1550730
2,676 views
2 citations",10.3389/fbinf.2025.1550730,Published on,17 Jun 2025,2025-06-17,2025,"2,676 views",2676
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1562410/full,"Original Research

Published on 11 Jun 2025

Optimization of clustering parameters for single-cell RNA analysis using intrinsic goodness metrics

in Single Cell Bioinformatics

Nicolina Sciaraffa
Antonino Gagliano
Luigi Augugliaro
Claudia Coronnello
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1562410
4,558 views
1 citation",10.3389/fbinf.2025.1562410,Published on,11 Jun 2025,2025-06-11,2025,"4,558 views",4558
5,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1579865/full,"Original Research

Published on 09 Jun 2025

TICTAC: target illumination clinical trial analytics with cheminformatics

in Drug Discovery in Bioinformatics

Jeremiah I. Abok
Jeremy S. Edwards
Jeremy J. Yang
Frontiers in Bioinformatics
doi 10.3389/fbinf.2025.1579865
2,773 views",10.3389/fbinf.2025.1579865,Published on,09 Jun 2025,2025-06-09,2025,"2,773 views",2773
